text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
RT @NahuelFrances: Qué lindo cuando una persona te desmuestra interés ??????????,FALSE,0,#N/A,11/11/2015 23:59:57,FALSE,#N/A,664593434896965633,#N/A,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",luulaa02015,252,TRUE,FALSE,#N/A,#N/A
Que lindo las guitarreadas con amigos,FALSE,1,#N/A,11/11/2015 23:59:56,FALSE,#N/A,664593433349238789,#N/A,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AngelesMeieer,0,FALSE,FALSE,#N/A,#N/A
Fue lindo mientras duro,FALSE,1,#N/A,11/11/2015 23:59:56,FALSE,#N/A,664593433189814273,#N/A,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CariPandi,0,FALSE,FALSE,#N/A,#N/A
"RT @vcsdoido: ""O amor é lindo... Até você se foder.""",FALSE,0,#N/A,11/11/2015 23:59:56,FALSE,#N/A,664593433055633408,#N/A,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",raynara238,210,TRUE,FALSE,#N/A,#N/A
"Que lindo esta para ir al club , pero no.. Estoy con fiebre??",FALSE,0,#N/A,11/11/2015 23:59:56,FALSE,#N/A,664593431684059140,#N/A,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MazzeoRc,0,FALSE,FALSE,#N/A,#N/A
RT @MarianaSS3: esse cabelo tão lindo ??  #NamjoonFIGHTING #ArmyLoveYouLeader https://t.co/3IZEg4fOes,FALSE,0,#N/A,11/11/2015 23:59:56,FALSE,#N/A,664593430769737728,#N/A,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BTS_MyLife_,4,TRUE,FALSE,#N/A,#N/A
"RT @candevillalonga: que se interesen en saber cómo te fue, como la pasaste y como estas es algo tan lindo???????????",FALSE,0,#N/A,11/11/2015 23:59:55,FALSE,#N/A,664593428441931776,#N/A,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ClaryJelenic,5,TRUE,FALSE,#N/A,#N/A
Nada mas lindo que un baño con agua helada ??,FALSE,2,#N/A,11/11/2015 23:59:55,FALSE,#N/A,664593428110557185,#N/A,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LauuuMills,0,FALSE,FALSE,#N/A,#N/A
RT @NahuelFrances: Qué lindo cuando una persona te desmuestra interés ??????????,FALSE,0,#N/A,11/11/2015 23:59:55,FALSE,#N/A,664593427963764739,#N/A,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",pauliisalas2,252,TRUE,FALSE,#N/A,#N/A
RT @PoeCuriosa: Que lindo cuando la gente es directa y te deja bien en claro que quiere y pretende de vos.,FALSE,0,#N/A,11/11/2015 23:59:55,FALSE,#N/A,664593427359793152,#N/A,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",3Guadi_Lu,337,TRUE,FALSE,#N/A,#N/A
RT @xluci4x: Por que es tan lindo loco?,FALSE,0,#N/A,11/11/2015 23:59:54,FALSE,#N/A,664593425661083648,#N/A,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rom37531941,6,TRUE,FALSE,#N/A,#N/A
tão lindos esses mino lindo que tem uma beleza exuberante né gente,FALSE,0,#N/A,11/11/2015 23:59:54,FALSE,#N/A,664593425208053760,#N/A,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SheleyGabriella,0,FALSE,FALSE,#N/A,#N/A
"RT @vcsdoido: ""O amor é lindo... Até você se foder.""",FALSE,0,#N/A,11/11/2015 23:59:54,FALSE,#N/A,664593425010974721,#N/A,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CapriotiJuuh,210,TRUE,FALSE,#N/A,#N/A
Que lindo cuando una persona te muestra interés ????????,FALSE,2,#N/A,11/11/2015 23:59:54,FALSE,#N/A,664593424818024448,#N/A,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",noesuarez100,0,FALSE,FALSE,#N/A,#N/A
"RT @FutbolmaniaRCN: ¡Ya venimos con @JuniorClubSA vs @SantaFe en la #CopaAguilaRCN! Qué lindo que es el fútbol, más en una final y por @Can…",FALSE,0,#N/A,11/11/2015 23:59:54,FALSE,#N/A,664593424805441536,#N/A,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JeLiLaMe25,10,TRUE,FALSE,#N/A,#N/A
Que lindo ya tener una materia menos para rendir..,FALSE,0,#N/A,11/11/2015 23:59:54,FALSE,#N/A,664593424339869698,#N/A,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FedericoVara1,0,FALSE,FALSE,#N/A,#N/A
"RT @vcsdoido: ""O amor é lindo... Até você se foder.""",FALSE,0,#N/A,11/11/2015 23:59:54,FALSE,#N/A,664593424197263360,#N/A,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nicpsss,210,TRUE,FALSE,#N/A,#N/A
@jobrostic também acho lindo,FALSE,0,jobrostic,11/11/2015 23:59:54,FALSE,664593292022194177,664593424134373376,1339598592,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dlashian,0,FALSE,FALSE,#N/A,#N/A
RT @LucianoIpuche1: Que lindo esta para rambla,FALSE,0,#N/A,11/11/2015 23:59:54,FALSE,#N/A,664593422855073792,#N/A,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Rochi_Perona,5,TRUE,FALSE,#N/A,#N/A
"RT @vcsdoido: ""O amor é lindo... Até você se foder.""",FALSE,0,#N/A,11/11/2015 23:59:54,FALSE,#N/A,664593422653784065,#N/A,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ferreira_belaa,210,TRUE,FALSE,#N/A,#N/A
"RT @vcsdoido: ""O amor é lindo... Até você se foder.""",FALSE,0,#N/A,11/11/2015 23:59:54,FALSE,#N/A,664593422376968192,#N/A,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",juuh_magriinha,210,TRUE,FALSE,#N/A,#N/A
"@JozvanVera #PumasConTelcel Quisiera oír tu voz ya que me haría bien, te amo con toda mi vida eres él mas lindo???? @Gabrielatiznad2 ?? x592",FALSE,0,JozvanVera,11/11/2015 23:59:53,FALSE,#N/A,664593421810692098,261323087,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",thecollinssmile,0,FALSE,FALSE,#N/A,#N/A
"RT @vcsdoido: ""O amor é lindo... Até você se foder.""",FALSE,0,#N/A,11/11/2015 23:59:53,FALSE,#N/A,664593420644704257,#N/A,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",PunkMoraes,210,TRUE,FALSE,#N/A,#N/A
"RT @thetoasterbieb: Que lindo que todos estemos unidos únicamente por esta sonrisa?

LAS PLAGAS UNIDAS POR MATIAS https://t.co/4kUi9latbx",FALSE,0,#N/A,11/11/2015 23:59:53,FALSE,#N/A,664593419214454784,#N/A,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jc10pereyra,22,TRUE,FALSE,#N/A,#N/A
@Valeenghidini que me quede lindo o quemo todo. Yo más bobbbbba,FALSE,0,Valeenghidini,11/11/2015 23:59:53,FALSE,664593219448135680,664593419201851392,2972189445,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Evelyntisera,0,FALSE,FALSE,#N/A,#N/A
"RT @vcsdoido: ""O amor é lindo... Até você se foder.""",FALSE,0,#N/A,11/11/2015 23:59:53,FALSE,#N/A,664593418371362816,#N/A,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Keke_vieceli,210,TRUE,FALSE,#N/A,#N/A
que lindo,FALSE,0,#N/A,11/11/2015 23:59:52,FALSE,#N/A,664593417301794816,#N/A,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wntersoldierz,0,FALSE,FALSE,#N/A,#N/A
"RT @Kate_Derevko: How to get away with murder muito mais lindo com a participação da Famke.
Essa mulher é muito maravilhosa ?? https://t.co/…",FALSE,0,#N/A,11/11/2015 23:59:52,FALSE,#N/A,664593417004048388,#N/A,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Carol_Azevedo93,3,TRUE,FALSE,#N/A,#N/A
ele era Mt lindo,FALSE,0,#N/A,11/11/2015 23:59:52,FALSE,#N/A,664593416140009473,#N/A,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dropharrys69,0,FALSE,FALSE,#N/A,#N/A
